"Id","Datum","Kartentyp","Seite","Lokaltyp","Lokalname","Breite_neu","Höhe_neu","Breite_orig","Höhe_orig","MD5","Dateiname_original"
1,"20.09.1975","Speisenkarte",1,"Festzelt","Armbrustschützenzelt",731,1024,3493,4896,"f16b496a1b10424b0ff7e651b2e3d209","Armbrustschützenzelt_Speisenkarte_20.09.1975_01.jpg"
2,"1975","Speisenkarte",1,"Festzelt","Armbrustschützenzelt",705,1024,3846,5584,"7ea0b3898d18959f3ad89a6cf3834c18","Armbrustschützenzelt_Speisenkarte_1975_01.jpg"
3,"1972","Speisenkarte",1,"Festzelt","Armbrustschützenzelt",653,1024,3665,5746,"bc1c8948ed5850cbf9c0c2e187e21787","Armbrustschützenzelt_Speisenkarte_ca. 1972_01.jpg"
4,"09.07.1917","Kriegs-Speisenkarte",1,"Gaststätte","Augustiner Gaststätte",760,1024,3095,4172,"d650b51d851d53f6c3999ac8b73c0f2a","Augustiner, Gaststätte_F Mon 3457_Kriegs-Speisenkarte_09.07.1917_01.jpg"
5,"09.07.1917","Kriegs-Speisenkarte",2,"Gaststätte","Augustiner Gaststätte",1475,1024,6010,4172,"1c2474c4e9bc39eb7a89ba3161024cc0","Augustiner, Gaststätte_F Mon 3457_Kriegs-Speisenkarte_09.07.1917_02.jpg"
6,"09.07.1917","Kriegs-Speisenkarte",3,"Gaststätte","Augustiner Gaststätte",757,1024,3086,4172,"6fb03018e5be179a4a9a6c2bfb244e66","Augustiner, Gaststätte_F Mon 3457_Kriegs-Speisenkarte_09.07.1917_03.jpg"
7,"28.01.1918","Kriegs-Speisenkarte",1,"Gaststätte","Augustiner Gaststätte",760,1024,3122,4208,"7f8a51bdf47ca51d4c923f45e704330c","Augustiner, Gaststätte_F Mon 3490_Kriegs-Speisenkarte_28.01.1918_01.jpg"
8,"28.01.1918","Kriegs-Speisenkarte",2,"Gaststätte","Augustiner Gaststätte",1469,1024,6036,4208,"e9a5e306b5f178ba902cfe68e882a406","Augustiner, Gaststätte_F Mon 3490_Kriegs-Speisenkarte_28.01.1918_02.jpg"
9,"28.01.1918","Kriegs-Speisenkarte",3,"Gaststätte","Augustiner Gaststätte",758,1024,3113,4208,"86872984f2de2d02aeff38106a1d8777","Augustiner, Gaststätte_F Mon 3490_Kriegs-Speisenkarte_28.01.1918_03.jpg"
10,"18.04.1918","Kriegs-Speisenkarte",1,"Gaststätte","Augustiner Gaststätte",771,1024,3113,4136,"1e601c185f901aa02fb0f82310f462c2","Augustiner, Gaststätte_F Mon 3492_Kriegs-Speisenkarte_18.04.1918_01.jpg"
11,"18.04.1918","Kriegs-Speisenkarte",2,"Gaststätte","Augustiner Gaststätte",1490,1024,6018,4136,"dc968ab61a531b7a6eb66cb292bc3ee3","Augustiner, Gaststätte_F Mon 3492_Kriegs-Speisenkarte_18.04.1918_02.jpg"
12,"18.04.1918","Kriegs-Speisenkarte",3,"Gaststätte","Augustiner Gaststätte",766,1024,3095,4136,"9274d561d10f95bdd6147216b4ba9032","Augustiner, Gaststätte_F Mon 3492_Kriegs-Speisenkarte_18.04.1918_03.jpg"
13,"15.08.1959","Speisenkarte",1,"Gaststätte","Augustiner Gaststätte",723,1024,3520,4986,"c240f888e8d9e04bb79312280db2142a","Augustiner, Gaststätten_Speisenkarte_15.08.1959_01.jpg"
14,"15.08.1959","Speisenkarte",2,"Gaststätte","Augustiner Gaststätte",1413,1024,6878,4986,"077a56fab99e389d7d870a0ea389f6e5","Augustiner, Gaststätten_Speisenkarte_15.08.1959_02.jpg"
15,"15.08.1959","Speisenkarte",3,"Gaststätte","Augustiner Gaststätte",723,1024,3521,4986,"137f5392fcd9875808a2deabee9fd7d6","Augustiner, Gaststätten_Speisenkarte_15.08.1959_03.jpg"
16,"27.10.1959","Tagesspezialitäten",1,"Gaststätte","Augustiner Gaststätte",726,1024,3521,4969,"ff6107fa5feaede9ee7f1db6cf44cd6c","Augustiner, Gaststätten_Tagesspezialitäten_27.10.1959_01.jpg"
17,"27.10.1959","Tagesspezialitäten",2,"Gaststätte","Augustiner Gaststätte",1417,1024,6878,4969,"c8e8eef3af13057a084caa9baa2ec651","Augustiner, Gaststätten_Tagesspezialitäten_27.10.1959_02.jpg"
18,"27.10.1959","Tagesspezialitäten",3,"Gaststätte","Augustiner Gaststätte",727,1024,3530,4969,"4ef39fd1732cc25f58c761695029b843","Augustiner, Gaststätten_Tagesspezialitäten_27.10.1959_03.jpg"
19,"1916","Speisenkarte",1,"Restaurant","Augustiner Restaurant",642,1024,3529,5629,"7ff596ba7f91f0bcba088d7709c93512","Augustiner, Restaurant_F Mon 3444_Speisenkarte_Sommer 1916_01.jpg"
20,"1916","Speisenkarte",2,"Restaurant","Augustiner Restaurant",1258,1024,6914,5629,"90bd98e843cd54b31b9ff4f6c37238a1","Augustiner, Restaurant_F Mon 3444_Speisenkarte_Sommer 1916_02.jpg"
21,"1916","Speisenkarte",3,"Restaurant","Augustiner Restaurant",644,1024,3538,5629,"2069b3eba91f3a7d42041ab8921259c2","Augustiner, Restaurant_F Mon 3444_Speisenkarte_Sommer 1916_03.jpg"
22,"1965","Speisenkarte",1,"Festhalle","Augustiner Festhalle",558,1024,2706,4969,"f7c697ad95848f7b39e8f68aa57fb3a3","Augustiner-Festhalle_Speisenkarte_Oktoberfest 1965_01.jpg"
23,"27.10.1959","Tages-Karte",1,,"Augustiner",734,1024,3521,4914,"e62e3fc8a082f71a2ae1c4e18caa3bd5","Augustiner_Tages-Karte_27.10.1959_01.jpg"
24,"27.10.1959","Tages-Karte",2,,"Augustiner",734,1024,3521,4914,"b19f7b35e05f38be9a3623dc02dda18c","Augustiner_Tages-Karte_27.10.1959_02.jpg"
25,"05.02.1922","Abend-Karte",1,"Gaststätte","Bürger-Bräu",664,1024,4932,7611,"3e29a9d7706947d2dc2adaa456fad1e2","Bürger-Bräu_F Mon 3505_Abend-Karte_05.02.1922_01.jpg"
26,"05.02.1922","Abend-Karte",2,"Gaststätte","Bürger-Bräu",668,1024,4932,7566,"24468a1a8a738cad8d64dfceb2587f67","Bürger-Bräu_F Mon 3505_Abend-Karte_05.02.1922_02.jpg"
27,"10.10.1922","Speisenkarte",1,"Gaststätte","Bürger-Bräu",852,1024,4335,5213,"399f469be4ea31fb16f3d6869e761fc9","Bürger-Bräu_F Mon 3515_Speisenkarte_10.10.1922_01.jpg"
28,"10.10.1922","Speisenkarte",2,"Gaststätte","Bürger-Bräu",1676,1024,8534,5213,"cf3e7bdd1f791c9fcd19bd15cbb4d5c0","Bürger-Bräu_F Mon 3515_Speisenkarte_10.10.1922_02.jpg"
29,"10.10.1922","Speisenkarte",3,"Gaststätte","Bürger-Bräu",852,1024,4335,5213,"301a9b44f7e436e6819c3330aa63749c","Bürger-Bräu_F Mon 3515_Speisenkarte_10.10.1922_03.jpg"
30,"06.05.1922","Speisenkarte",1,"Gaststätte","Bürger-Bräu",853,1024,4380,5258,"c8eaa77dfa7ab096a46a6645c5421dc3","Bürger-Bräu_Speisenkarte_06.05.1922_01.jpg"
31,"06.05.1922","Speisenkarte",2,"Gaststätte","Bürger-Bräu",1676,1024,8534,5213,"0171a75299ad73ca7f7a67a76321ebc0","Bürger-Bräu_Speisenkarte_06.05.1922_02.jpg"
32,"06.05.1922","Speisenkarte",3,"Gaststätte","Bürger-Bräu",852,1024,4335,5213,"6dc5f3e9764c09cfe90af88de9c9f643","Bürger-Bräu_Speisenkarte_06.05.1922_03.jpg"
33,"12.12.1922","Speisenkarte",1,"Gaststätte","Bürger-Bräu",852,1024,4335,5213,"3cff8af7fa8ee05a31ba189139ce62b4","Bürger-Bräu_Speisenkarte_12.12.1922_01.jpg"
34,"12.12.1922","Speisenkarte",2,"Gaststätte","Bürger-Bräu",1678,1024,8543,5213,"deb5f6a89d84ccb6b6198a3334963079","Bürger-Bräu_Speisenkarte_12.12.1922_02.jpg"
35,"12.12.1922","Speisenkarte",3,"Gaststätte","Bürger-Bräu",852,1024,4335,5213,"e5dab2d197b376200c875b24b780ebaa","Bürger-Bräu_Speisenkarte_12.12.1922_03.jpg"
36,"18.03.1923","Speisenkarte",1,"Gaststätte","Bürger-Bräu",852,1024,4335,5213,"1c19c67dfaee84d9b46485e4d403ae07","Bürger-Bräu_Speisenkarte_18.03.1923_01.jpg"
37,"18.03.1923","Speisenkarte",2,"Gaststätte","Bürger-Bräu",1676,1024,8534,5213,"12546a7ba34684740890f989fe40d452","Bürger-Bräu_Speisenkarte_18.03.1923_02.jpg"
38,"18.03.1923","Speisenkarte",3,"Gaststätte","Bürger-Bräu",855,1024,4353,5213,"02eaf704ba493542482e3612e02131de","Bürger-Bräu_Speisenkarte_18.03.1923_03.jpg"
39,"30.04.1917","Kriegs-Speisenkarte",1,"Gaststätte","Bürger-Bräu",764,1024,3086,4136,"e265f174706753a2da0f6a8098ff31ad","Bürgerbräu, Gaststätte_F Mon 3456_Kriegs-Speisenkarte_30.04.1917_01.jpg"
40,"30.04.1917","Kriegs-Speisenkarte",2,"Gaststätte","Bürger-Bräu",1483,1024,5991,4136,"2d4a69a4c762659073ceb967f54d98f3","Bürgerbräu, Gaststätte_F Mon 3456_Kriegs-Speisenkarte_30.04.1917_02.jpg"
41,"30.04.1917","Kriegs-Speisenkarte",3,"Gaststätte","Bürger-Bräu",760,1024,3068,4136,"3b8b39b854e02a2851987d1f429d4e83","Bürgerbräu, Gaststätte_F Mon 3456_Kriegs-Speisenkarte_30.04.1917_03.jpg"
42,"05.08.1917","Kriegs-Speisenkarte",1,"Gaststätte","Bürger-Bräu",780,1024,3150,4136,"a701b70bac016db7583bc3292526a4fa","Bürgerbräu, Gaststätte_F Mon 3461_Kriegs-Speisenkarte_05.08.1917_01.jpg"
43,"05.08.1917","Kriegs-Speisenkarte",2,"Gaststätte","Bürger-Bräu",1495,1024,6037,4136,"7bc3d3d4d4a7eeeeaac79fd003e195bd","Bürgerbräu, Gaststätte_F Mon 3461_Kriegs-Speisenkarte_05.08.1917_02.jpg"
44,"05.08.1917","Kriegs-Speisenkarte",3,"Gaststätte","Bürger-Bräu",771,1024,3113,4136,"e3d9fcbe7cc34421df5529afe66bcff9","Bürgerbräu, Gaststätte_F Mon 3461_Kriegs-Speisenkarte_05.08.1917_03.jpg"
45,"12.09.1917","Kriegs-Speisenkarte",1,"Gaststätte","Bürger-Bräu",753,1024,3113,4236,"2ace5094489d55f50d171019be47a5db","Bürgerbräu, Gaststätte_F Mon 3463_Kriegs-Speisenkarte_12.09.1917_01.jpg"
46,"12.09.1917","Kriegs-Speisenkarte",2,"Gaststätte","Bürger-Bräu",1446,1024,5982,4236,"70c2203137d7e7aac94e73cd762ff1c7","Bürgerbräu, Gaststätte_F Mon 3463_Kriegs-Speisenkarte_12.09.1917_02.jpg"
47,"12.09.1917","Kriegs-Speisenkarte",3,"Gaststätte","Bürger-Bräu",755,1024,3122,4236,"1fe4033c8b71487f19fc05f3ff67d6d6","Bürgerbräu, Gaststätte_F Mon 3463_Kriegs-Speisenkarte_12.09.1917_03.jpg"
48,"28.09.1917","Kriegs-Speisenkarte",1,"Gaststätte","Bürger-Bräu",761,1024,3122,4200,"9711e96727c35bf1cd8765f853f4215e","Bürgerbräu, Gaststätte_F Mon 3464_Kriegs-Speisenkarte_28.09.1917_01.jpg"
49,"28.09.1917","Kriegs-Speisenkarte",2,"Gaststätte","Bürger-Bräu",1467,1024,6018,4200,"c6cf5958aee5978108b6e407e8178427","Bürgerbräu, Gaststätte_F Mon 3464_Kriegs-Speisenkarte_28.09.1917_02.jpg"
50,"28.09.1917","Kriegs-Speisenkarte",3,"Gaststätte","Bürger-Bräu",748,1024,3068,4200,"b7761a122b3a39d8e42c8ad4e93c7852","Bürgerbräu, Gaststätte_F Mon 3464_Kriegs-Speisenkarte_28.09.1917_03.jpg"
51,"04.12.1917","Kriegs-Speisenkarte",1,"Gaststätte","Bürger-Bräu",757,1024,3104,4200,"335cb680d271a98220b59ed49ae50b37","Bürgerbräu, Gaststätte_F Mon 3468_Kriegs-Speisenkarte_04.12.1917_01.jpg"
52,"04.12.1917","Kriegs-Speisenkarte",2,"Gaststätte","Bürger-Bräu",1480,1024,6072,4200,"a6b651e58065299f3c07853a08301c4a","Bürgerbräu, Gaststätte_F Mon 3468_Kriegs-Speisenkarte_04.12.1917_02.jpg"
53,"04.12.1917","Kriegs-Speisenkarte",3,"Gaststätte","Bürger-Bräu",761,1024,3122,4200,"bc1526482c80a2575947897cd88d8544","Bürgerbräu, Gaststätte_F Mon 3468_Kriegs-Speisenkarte_04.12.1917_03.jpg"
54,"1917","Kriegs-Speisenkarte",1,"Gaststätte","Bürger-Bräu",761,1024,3122,4200,"a6aad9758a75d8b791084d6e2b940e7e","Bürgerbräu, Gaststätte_F Mon 3469_Kriegs-Speisenkarte_1917_01.jpg"
55,"1917","Kriegs-Speisenkarte",2,"Gaststätte","Bürger-Bräu",1469,1024,6027,4200,"2c66042c38eca954cc7245d2734acf23","Bürgerbräu, Gaststätte_F Mon 3469_Kriegs-Speisenkarte_1917_02.jpg"
56,"1917","Kriegs-Speisenkarte",3,"Gaststätte","Bürger-Bräu",750,1024,3077,4200,"6effc190db8d47960896d60c55795338","Bürgerbräu, Gaststätte_F Mon 3469_Kriegs-Speisenkarte_1917_03.jpg"
57,"06.02.1917","Kriegs-Speisenkarte",1,"Gaststätte","Bürger-Bräu",757,1024,3086,4172,"0dd10364ce51e1ebda3831e561ed944b","Bürgerbräu, Gaststätte_F Mon 3471_Kriegs-Speisenkarte_06.02.1917_01.jpg"
58,"06.02.1917","Kriegs-Speisenkarte",2,"Gaststätte","Bürger-Bräu",1470,1024,5991,4172,"1313bcf191d1371b5b44f35958674777","Bürgerbräu, Gaststätte_F Mon 3471_Kriegs-Speisenkarte_06.02.1917_02.jpg"
59,"06.02.1917","Kriegs-Speisenkarte",3,"Gaststätte","Bürger-Bräu",762,1024,3105,4172,"774f1d23714350ab2a6545e415c8ace3","Bürgerbräu, Gaststätte_F Mon 3471_Kriegs-Speisenkarte_06.02.1917_03.jpg"
60,"01.02.1917","Kriegs-Speisenkarte",1,"Gaststätte","Bürger-Bräu",760,1024,3095,4172,"37c6a1f907b6f71193fca8ee97ecc711","Bürgerbräu, Gaststätte_F Mon 3473_Kriegs-Speisenkarte_01.02.1917_01.jpg"
61,"01.02.1917","Kriegs-Speisenkarte",2,"Gaststätte","Bürger-Bräu",1480,1024,6028,4172,"663746ca98ae1ffa12742fb4c50a3a08","Bürgerbräu, Gaststätte_F Mon 3473_Kriegs-Speisenkarte_01.02.1917_02.jpg"
62,"01.02.1917","Kriegs-Speisenkarte",3,"Gaststätte","Bürger-Bräu",757,1024,3086,4172,"9e18acc603201d680f99cf0f84ec2184","Bürgerbräu, Gaststätte_F Mon 3473_Kriegs-Speisenkarte_01.02.1917_03.jpg"
63,"21.10.1920","Kriegs-Speisenkarte",1,"Gaststätte","Bürger-Bräu",750,1024,3068,4190,"2c5de16b06b1cb5aadc51880baedfe9e","Bürgerbräu, Gaststätte_F Mon 3488_Kriegs-Speisenkarte_21.10.1920_01.jpg"
64,"21.10.1920","Kriegs-Speisenkarte",2,"Gaststätte","Bürger-Bräu",1451,1024,5937,4190,"674fca08b128882e0549c2ee6b4ef90f","Bürgerbräu, Gaststätte_F Mon 3488_Kriegs-Speisenkarte_21.10.1920_02.jpg"
65,"21.10.1920","Kriegs-Speisenkarte",3,"Gaststätte","Bürger-Bräu",752,1024,3077,4190,"15e2980e8827cc2fccd00c8add8e7451","Bürgerbräu, Gaststätte_F Mon 3488_Kriegs-Speisenkarte_21.10.1920_03.jpg"
66,"21.10.1920","Kriegs-Speisenkarte",1,"Gaststätte","Bürger-Bräu",775,1024,3077,4064,"b5e6396f6b53a6a4ed7ffda4ec5d29d0","Bürgerbräu, Gaststätte_F Mon 3489_Kriegs-Speisenkarte_21.01.1918_01.jpg"
67,"21.10.1920","Kriegs-Speisenkarte",2,"Gaststätte","Bürger-Bräu",1514,1024,6010,4064,"9a7ee4035c453f28ab4f80d4675cf9b3","Bürgerbräu, Gaststätte_F Mon 3489_Kriegs-Speisenkarte_21.01.1918_02.jpg"
68,"21.10.1920","Kriegs-Speisenkarte",3,"Gaststätte","Bürger-Bräu",775,1024,3077,4064,"b561b92408242ff026b2cd1cf703760a","Bürgerbräu, Gaststätte_F Mon 3489_Kriegs-Speisenkarte_21.01.1918_03.jpg"
69,"05.07.1918","Kriegs-Speisenkarte",1,"Gaststätte","Bürger-Bräu",762,1024,3077,4136,"483dc7732f8c2811420e9d85adece63f","Bürgerbräu, Gaststätte_F Mon 3496_Kriegs-Speisenkarte_05.07.1918_01.jpg"
70,"05.07.1918","Kriegs-Speisenkarte",2,"Gaststätte","Bürger-Bräu",1479,1024,5973,4136,"1a0464bee2d645a9e949d9e4ec0c4b51","Bürgerbräu, Gaststätte_F Mon 3496_Kriegs-Speisenkarte_05.07.1918_02.jpg"
71,"05.07.1918","Kriegs-Speisenkarte",3,"Gaststätte","Bürger-Bräu",762,1024,3077,4136,"088197e1df3a4296c40ac1f2703c73ab","Bürgerbräu, Gaststätte_F Mon 3496_Kriegs-Speisenkarte_05.07.1918_03.jpg"
72,"26.03.1917","Kriegs-Speisenkarte",1,"Gaststätte","Bürger-Bräu",769,1024,3105,4136,"e64ad555df1e27c330f2d883abdb2772","Bürgerbräu, Gaststätte_o. Sign_Kriegs-Speisenkarte_26.03.1917_01.jpg"
73,"26.03.1917","Kriegs-Speisenkarte",2,"Gaststätte","Bürger-Bräu",1485,1024,6000,4136,"e5a0ae038730405891e7ad0404533180","Bürgerbräu, Gaststätte_o. Sign_Kriegs-Speisenkarte_26.03.1917_02.jpg"
74,"26.03.1917","Kriegs-Speisenkarte",3,"Gaststätte","Bürger-Bräu",764,1024,3086,4136,"800aaf2893c9333e0a494ffe377134d2","Bürgerbräu, Gaststätte_o. Sign_Kriegs-Speisenkarte_26.03.1917_03.jpg"
75,"28.05.1919","Kriegs-Speisenkarte",1,"Restaurant","Bürger-Bräu",771,1024,3113,4135,"37933267230c173f3ad5cd35df25c2bd","Bürgerbräu, Restaurant_F Mon 3484_Kriegs-Speisenkarte_28.05.1919_01.jpg"
76,"28.05.1919","Kriegs-Speisenkarte",2,"Restaurant","Bürger-Bräu",1486,1024,6000,4135,"288437845388c81ba473bdce0d2942e8","Bürgerbräu, Restaurant_F Mon 3484_Kriegs-Speisenkarte_28.05.1919_02.jpg"
77,"28.05.1919","Kriegs-Speisenkarte",3,"Restaurant","Bürger-Bräu",764,1024,3086,4135,"c0c90f737ede9dc00ed0a4b77c904360","Bürgerbräu, Restaurant_F Mon 3484_Kriegs-Speisenkarte_28.05.1919_03.jpg"
78,"20.09.1919","Kriegs-Speisenkarte",1,"Restaurant","Bürger-Bräu",754,1024,3086,4190,"e6aae5523d00a260c695523f30456309","Bürgerbräu, Restaurant_F Mon 3485_Kriegs-Speisenkarte_20.09.1919_01.jpg"
79,"20.09.1919","Kriegs-Speisenkarte",2,"Restaurant","Bürger-Bräu",1451,1024,5936,4190,"14bd798b9c8b6d036149ba4188b40e6e","Bürgerbräu, Restaurant_F Mon 3485_Kriegs-Speisenkarte_20.09.1919_02.jpg"
80,"20.09.1919","Kriegs-Speisenkarte",3,"Restaurant","Bürger-Bräu",750,1024,3068,4190,"fef8041f489fa9dc3a193bf733b87671","Bürgerbräu, Restaurant_F Mon 3485_Kriegs-Speisenkarte_20.09.1919_03.jpg"
81,"07.08.1918","Kriegs-Speisenkarte",1,"Restaurant","Bürger-Bräu",771,1024,3113,4136,"9e437845bda4bc87d95b2ac07eac03f1","Bürgerbräu, Restaurant_F Mon 3497_Kriegs-Speisenkarte_07.08.1918_01.jpg"
82,"07.08.1918","Kriegs-Speisenkarte",2,"Restaurant","Bürger-Bräu",1477,1024,5964,4136,"0561ff30a0f20a64c992cd6b62d5a505","Bürgerbräu, Restaurant_F Mon 3497_Kriegs-Speisenkarte_07.08.1918_02.jpg"
83,"07.08.1918","Kriegs-Speisenkarte",3,"Restaurant","Bürger-Bräu",760,1024,3068,4136,"f4678ac96c257d44f2be0971dd5b2393","Bürgerbräu, Restaurant_F Mon 3497_Kriegs-Speisenkarte_07.08.1918_03.jpg"
84,"07.10.1918","Kriegs-Speisenkarte",1,"Restaurant","Bürger-Bräu",750,1024,3068,4190,"cd2c07ab098e77f32ad5f95aa48a00f0","Bürgerbräu, Restaurant_F Mon 3499_Kriegs-Speisenkarte_07.10.1918_01.jpg"
85,"07.10.1918","Kriegs-Speisenkarte",2,"Restaurant","Bürger-Bräu",1458,1024,5964,4190,"627f1fba550bd0de8a17ba4529843352","Bürgerbräu, Restaurant_F Mon 3499_Kriegs-Speisenkarte_07.10.1918_02.jpg"
86,"07.10.1918","Kriegs-Speisenkarte",3,"Restaurant","Bürger-Bräu",754,1024,3086,4190,"d4170b143d7cc9e73ff090922e6b1206","Bürgerbräu, Restaurant_F Mon 3499_Kriegs-Speisenkarte_07.10.1918_03.jpg"
87,"20.12.1918","Kriegs-Speisenkarte",1,"Restaurant","Bürger-Bräu",761,1024,3086,4154,"44fe1e89fab033fe14c7ff75f174c14f","Bürgerbräu, Restaurant_F Mon 3501_Kriegs-Speisenkarte_20.12.1918_01.jpg"
88,"20.12.1918","Kriegs-Speisenkarte",2,"Restaurant","Bürger-Bräu",1470,1024,5964,4154,"b260e3ffa6be6f944f4972b4029ff327","Bürgerbräu, Restaurant_F Mon 3501_Kriegs-Speisenkarte_20.12.1918_02.jpg"
89,"20.12.1918","Kriegs-Speisenkarte",3,"Restaurant","Bürger-Bräu",761,1024,3086,4154,"20df58ffb71552a67e1992e908fa6774","Bürgerbräu, Restaurant_F Mon 3501_Kriegs-Speisenkarte_20.12.1918_03.jpg"
90,"15.09.1921","Speisenkarte",1,"Restaurant","Bürger-Bräu",656,1024,3638,5683,"3390d519e8137ee8f611af829b841a60","Bürgerbräu, Restaurant_F Mon 3504_Speisenkarte_15.09.1921_01.jpg"
91,"15.09.1921","Speisenkarte",2,"Restaurant","Bürger-Bräu",1277,1024,6996,5611,"bd361e82a685e0f86ebdc1ad7b91d4e8","Bürgerbräu, Restaurant_F Mon 3504_Speisenkarte_15.09.1921_02.jpg"
92,"15.09.1921","Speisenkarte",3,"Restaurant","Bürger-Bräu",660,1024,3639,5647,"a42a7a286f67ac9c2c5afee6fe4c2c8f","Bürgerbräu, Restaurant_F Mon 3504_Speisenkarte_15.09.1921_03.jpg"
93,"04.03.1919","Kriegs-Speisen-Karte",1,"Restaurant","Bürger-Bräu",757,1024,3158,4271,"97d7785ccb8610467ad11a0ea87e28a1","Bürgerbräu, Restaurant_o. Sign_Kriegs-Speisenkarte_04.03.1919_01.jpg"
94,"04.03.1919","Kriegs-Speisen-Karte",2,"Restaurant","Bürger-Bräu",1452,1024,5982,4218,"7837920164b1c9a52aeccbdb113a2af4","Bürgerbräu, Restaurant_o. Sign_Kriegs-Speisenkarte_04.03.1919_02.jpg"
95,"04.03.1919","Kriegs-Speisen-Karte",3,"Restaurant","Bürger-Bräu",749,1024,3113,4254,"d9906ee1527ac45e35897c1a3c481572","Bürgerbräu, Restaurant_o. Sign_Kriegs-Speisenkarte_04.03.1919_03.jpg"
96,"28.08.1938","Abendkarte",1,"Gaststätte","Bavaria Gaststätte",510,1024,2869,5755,"108d7cbe1ac810207e0d560564185159","Bavaria, Gaststätte_Abendkarte_28.08.1938_01.jpg"
97,"28.08.1938","Abendkarte",2,"Gaststätte","Bavaria Gaststätte",990,1024,5566,5755,"dc3d4e70bf2c75010be1733a4ff14285","Bavaria, Gaststätte_Abendkarte_28.08.1938_02.jpg"
98,"28.08.1938","Abendkarte",3,"Gaststätte","Bavaria Gaststätte",515,1024,2896,5755,"c4bed17fe6072e4aa1e165f785b6005d","Bavaria, Gaststätte_Abendkarte_28.08.1938_03.jpg"
99,"28.08.1938","Mittagskarte",1,"Gaststätte","Bavaria Gaststätte",510,1024,2869,5755,"0429845bdf4ca10cb964fb2d42cb08b9","Bavaria, Gaststätte_Mittagskarte_28.08.1938_01.jpg"
100,"28.08.1938","Mittagskarte",2,"Gaststätte","Bavaria Gaststätte",994,1024,5584,5755,"086fb48f42ade6884d1f02fff73aebda","Bavaria, Gaststätte_Mittagskarte_28.08.1938_02.jpg"
101,"28.08.1938","Mittagskarte",3,"Gaststätte","Bavaria Gaststätte",510,1024,2869,5755,"b72127aac5bbe5a57d17628ef77a8028","Bavaria, Gaststätte_Mittagskarte_28.08.1938_03.jpg"
102,"27.08.1938","Tageskarte",1,"Hotel und Restaurant","Bavaria Hotel und Restaurant",729,1024,3602,5059,"d870f240717e3e4977c8ba7f939007c2","Bavaria, Hotel und Restaurant_Tageskarte_27.08.1938_01.jpg"
103,"27.08.1938","Tageskarte",2,"Hotel und Restaurant","Bavaria Hotel und Restaurant",727,1024,3566,5023,"5e764453b69484bbb209e2a452d7bfcc","Bavaria, Hotel und Restaurant_Tageskarte_27.08.1938_02.jpg"
104,"27.08.1938","Tageskarte",3,"Hotel und Restaurant","Bavaria Hotel und Restaurant",703,1024,3448,5023,"93810fa4b11ccfb9c0ee0e949622f972","Bavaria, Hotel und Restaurant_Tageskarte_27.08.1938_03.jpg"
105,"08.03.1943","Tageskarte",1,"Hotel und Gaststätte","Bayerische Krone",746,1024,2579,3539,"35152cd9c0af9b6c85d10b3c630e5a8f","Bayerische Krone, Hotel und Gaststätte_Tageskarte_08.03.1943_01.jpg"
106,"16.07.1939","Tageskarte",1,"Hotel und Gaststätte","Bayerische Krone",664,1024,3729,5755,"dea6ea7cd5cb871c3492674f481f2a51","Bayerische Krone, Hotel und Gaststätte_Tageskarte_16.07.1939_01.jpg"
107,"16.07.1939","Tageskarte",2,"Hotel und Gaststätte","Bayerische Krone",1292,1024,7259,5755,"6831560c9a80b2c874d86e18e906a5c9","Bayerische Krone, Hotel und Gaststätte_Tageskarte_16.07.1939_02.jpg"
108,"16.07.1939","Tageskarte",3,"Hotel und Gaststätte","Bayerische Krone",662,1024,3719,5755,"38a867013fcb5c28d2fb7cabda2616e8","Bayerische Krone, Hotel und Gaststätte_Tageskarte_16.07.1939_03.jpg"
109,"29.06.1942","Tageskarte",1,"Hotel und Gaststätte","Bayerische Krone",722,1024,2579,3656,"fc4f374dabd7cb7725911d3219706aeb","Bayerische Krone, Hotel und Gaststätte_Tageskarte_29.06.1942_01.jpg"
110,"01.07.1959","Bar-Getränke",1,"Hotel Bar","Bayerischer Hof",1209,1024,4905,4154,"bb09842506da9c8798f311a4cf86b12d","Bayerischer Hof, Hotel_Bar-Getränke_Juli 1959_01.jpg"
111,"01.07.1959","Bar-Getränke",2,"Hotel Bar","Bayerischer Hof",1209,1024,4905,4154,"abe71a232478c90c768e2cdf8da08b1b","Bayerischer Hof, Hotel_Bar-Getränke_Juli 1959_02.jpg"
112,"01.05.1959","Speisenkarte",1,"Hotel","Bayerischer Hof",879,1024,3503,4082,"c5ccf56fa1221c4a4f85eeafa53980c2","Bayerischer Hof, Hotel_Speisenkarte_Mai 1959_01.jpg"
113,"01.05.1959","Speisenkarte",2,"Hotel","Bayerischer Hof",872,1024,3475,4082,"b8e986d0eaae4b8eb2abd1e78b088736","Bayerischer Hof, Hotel_Speisenkarte_Mai 1959_02.jpg"
114,"01.05.1959","Speisenkarte",3,"Hotel","Bayerischer Hof",872,1024,3475,4082,"996bbcf07a616fd689c59ca30e444a95","Bayerischer Hof, Hotel_Speisenkarte_Mai 1959_03.jpg"
115,"01.05.1959","Speisenkarte",4,"Hotel","Bayerischer Hof",876,1024,3493,4082,"15669c84370aed733d053984269b7371","Bayerischer Hof, Hotel_Speisenkarte_Mai 1959_04.jpg"
