"Id","Datum","Kartentyp","Seite","Lokaltyp","Lokalname","Breite_neu","Höhe_neu","Breite_orig","Höhe_orig","MD5","Dateiname_original"
784,"01.04.2008","Wein und Speisenkarte",3,"Weinrestaurant","Weinhaus Schneider",732,1024,4009,5611,"488416b77e56717b7d7bbf2198ccc02a","Schneider, Weinhaus_Wein und Speisenkarte_April 2008_03.jpg"
785,"01.04.2008","Wein und Speisenkarte",4,"Weinrestaurant","Weinhaus Schneider",732,1024,4009,5611,"50f62e545985d82c2791b125146697e8","Schneider, Weinhaus_Wein und Speisenkarte_April 2008_04.jpg"
786,"01.04.2008","Wein und Speisenkarte",5,"Weinrestaurant","Weinhaus Schneider",732,1024,4009,5611,"06be9f5dd43a42967b5b55d3f9996dde","Schneider, Weinhaus_Wein und Speisenkarte_April 2008_05.jpg"
787,"01.04.2008","Wein und Speisenkarte",6,"Weinrestaurant","Weinhaus Schneider",732,1024,4009,5611,"e59a4f2611d835db5d3793a833565680","Schneider, Weinhaus_Wein und Speisenkarte_April 2008_06.jpg"
788,"01.04.2008","Wein und Speisenkarte",7,"Weinrestaurant","Weinhaus Schneider",732,1024,4009,5611,"a8723b66a6c1c0035f080d7c0a41ab79","Schneider, Weinhaus_Wein und Speisenkarte_April 2008_07.jpg"
789,"01.04.2008","Wein und Speisenkarte",8,"Weinrestaurant","Weinhaus Schneider",733,1024,4018,5611,"b28ab508a6ba10de311fcc59b618691e","Schneider, Weinhaus_Wein und Speisenkarte_April 2008_08.jpg"
790,"1965","Speisekarte",1,"Festzelt","Schottenhammel",631,1024,2543,4127,"4bf746679da8d6c7e8926a4e1ee80559","Schottenhammel, Festzelt_Speisekarte_Oktoberfest 1965_01.jpg"
791,"1965","Speisekarte",2,"Festzelt","Schottenhammel",631,1024,2543,4127,"fe919374534dadfa56080ae22b6567d8","Schottenhammel, Festzelt_Speisekarte_Oktoberfest 1965_02.jpg"
792,"1964","Speisen und Getränke",1,"Gaststätte","Schwabinger Bräu",1442,1024,7928,5629,"d9bd3387a0f54b8664d31266e7ed9b9d","Schwabinger Bräu_Speisen und Getränke_1964_01.jpg"
793,"1964","Speisen und Getränke",2,"Gaststätte","Schwabinger Bräu",1442,1024,7928,5629,"cba4ac0d475e84a1a1219c4cdb27b714","Schwabinger Bräu_Speisen und Getränke_1964_02.jpg"
794,"1930","Tages-Karte",1,"Hotel","Schwarzer Adler",739,1024,3539,4905,"21095187b88232193effef70828e95f3","Schwarzer Adler, Hotel_Tages-Karte_ca.1930_01.jpg"
795,"1930","Tages-Karte",2,"Hotel","Schwarzer Adler",731,1024,3502,4905,"a022ed479c9a59e951683a091e25aae8","Schwarzer Adler, Hotel_Tages-Karte_ca.1930_02.jpg"
796,"01.02.1960","Speisenkarte",1,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",458,1024,2534,5665,"f721fafe902f5f4e7e984a3da668b80a","Schwarzwälder's Naturweinhaus_Speisenkarte_01.02.1960_01.jpg"
797,"01.02.1960","Speisenkarte",2,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",892,1024,4932,5665,"267fc938a25e60cdddee3dacff91a4ed","Schwarzwälder's Naturweinhaus_Speisenkarte_01.02.1960_02.jpg"
798,"01.02.1960","Speisenkarte",3,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",460,1024,2543,5665,"c96a9a7fe099e6597789c76f1b9b8b4e","Schwarzwälder's Naturweinhaus_Speisenkarte_01.02.1960_03.jpg"
799,"06.03.1959","Speisenkarte",1,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",461,1024,2553,5665,"999eb4a785dc0e3a12ce3d8be51dfabb","Schwarzwälder's Naturweinhaus_Speisenkarte_06.03.1959_01.jpg"
800,"06.03.1959","Speisenkarte",2,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",888,1024,4915,5665,"55ad672fb4d26278cac4a38228482e8f","Schwarzwälder's Naturweinhaus_Speisenkarte_06.03.1959_02.jpg"
801,"06.03.1959","Speisenkarte",3,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",458,1024,2534,5665,"33397b68b65c36343f482b363505da8e","Schwarzwälder's Naturweinhaus_Speisenkarte_06.03.1959_03.jpg"
802,"14.12.1959","Speisenkarte",1,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",458,1024,2534,5665,"cc0f17d115a12e4e3c2008e2e4588d50","Schwarzwälder's Naturweinhaus_Speisenkarte_14.12.1959_01.jpg"
803,"14.12.1959","Speisenkarte",2,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",892,1024,4933,5665,"84d383184f7730a445393dfabcd2ec8b","Schwarzwälder's Naturweinhaus_Speisenkarte_14.12.1959_02.jpg"
804,"14.12.1959","Speisenkarte",3,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",458,1024,2534,5665,"90fffecae247492e3d691cb7a1301b48","Schwarzwälder's Naturweinhaus_Speisenkarte_14.12.1959_03.jpg"
805,"17.09.1959","Speisenkarte",1,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",460,1024,2543,5665,"3a27b550fcd9058636309a3adc425c88","Schwarzwälder's Naturweinhaus_Speisenkarte_17.09.1959_01.jpg"
806,"17.09.1959","Speisenkarte",2,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",888,1024,4914,5665,"10c7925c6d2a9aa43acab56e153e48e8","Schwarzwälder's Naturweinhaus_Speisenkarte_17.09.1959_02.jpg"
807,"17.09.1959","Speisenkarte",3,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",458,1024,2534,5665,"3569ad8ccd4e8aaa0e4d5eda3025b659","Schwarzwälder's Naturweinhaus_Speisenkarte_17.09.1959_03.jpg"
808,"23.06.1959","Speisenkarte",1,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",458,1024,2534,5665,"689d1f91db5bda8d096875b769e5f72a","Schwarzwälder's Naturweinhaus_Speisenkarte_23.06.1959_01.jpg"
809,"23.06.1959","Speisenkarte",2,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",888,1024,4914,5665,"5784cc4f3b7c252bd479196045ff02e4","Schwarzwälder's Naturweinhaus_Speisenkarte_23.06.1959_02.jpg"
810,"23.06.1959","Speisenkarte",3,"Weinrestaurant","Schwarzwälder‘s Naturweinhaus",460,1024,2543,5665,"1385ea605c49898dd9453d052c1f1582","Schwarzwälder's Naturweinhaus_Speisenkarte_23.06.1959_03.jpg"
811,"1962","Kleine Karte",1,"Gaststätte","Schweizer Haus",471,1024,3168,6888,"8793c7c90701861a0388d3e68a662864","Schweizer Haus_Kleine Karte_1962_01.jpg"
812,"19.06.1981","Speisen und Getränkekarte",1,"Gaststätte","Gaststätte Schweizer Hof",513,1024,2390,4770,"8def01516d0b3777a4ce05582f61dce1","Schweizer Hof, Gaststätte_Speisen und Getränkekarte_19.06.1981_01.jpg"
813,"19.06.1981","Speisen und Getränkekarte",2,"Gaststätte","Gaststätte Schweizer Hof",509,1024,2371,4770,"ea7293c931de63e6a798dfc7f9ee2265","Schweizer Hof, Gaststätte_Speisen und Getränkekarte_19.06.1981_02.jpg"
814,"19.06.1981","Speisen und Getränkekarte",3,"Gaststätte","Gaststätte Schweizer Hof",509,1024,2371,4770,"915c7e53cba0f8cb0da6c4d7fb5c3a8b","Schweizer Hof, Gaststätte_Speisen und Getränkekarte_19.06.1981_03.jpg"
815,"19.06.1981","Speisen und Getränkekarte",4,"Gaststätte","Gaststätte Schweizer Hof",513,1024,2389,4770,"9729991ed253dbd5f982cfe11fcc58e2","Schweizer Hof, Gaststätte_Speisen und Getränkekarte_19.06.1981_04.jpg"
816,"19.06.1981","Tageskarte",1,"Gaststätte","Gaststätte Schweizer Hof",734,1024,3521,4914,"fcd20ec823dfe69dcca5893dbc2888ca","Schweizer Hof, Gaststätte_Tageskarte_19.06.1981_01.jpg"
817,"25.08.1938","Speisenkarte",1,"Gaststätte","Sell‘s Schoppenstube",798,1024,4055,5204,"367eea182c77738703090b7990c4fbda","Sell's Schoppenstube_Speisenkarte_25.08.1938_01.jpg"
818,"25.08.1938","Speisenkarte",2,"Gaststätte","Sell‘s Schoppenstube",787,1024,4000,5204,"ac8254bc4510d1849cfee66886af053e","Sell's Schoppenstube_Speisenkarte_25.08.1938_02.jpg"
819,"25.08.1938","Speisenkarte",3,"Gaststätte","Sell‘s Schoppenstube",787,1024,4000,5204,"d48ba7c1adb8818c6aae79a443eff691","Sell's Schoppenstube_Speisenkarte_25.08.1938_03.jpg"
820,"1902","Speisen-Karte",1,"Weinrestaurant","Friedrich Sommer",688,1024,3783,5629,"b5a61bab827294214684aedf24a3beaa","Sommer, Friedrich, Wein-Restaurant_Speisen-Karte_1902_01.jpg"
821,"1902","Speisen-Karte",2,"Weinrestaurant","Friedrich Sommer",680,1024,3738,5629,"47b0739ae64ec68602be1b82e87460b9","Sommer, Friedrich, Wein-Restaurant_Speisen-Karte_1902_02.jpg"
822,"1902","Speisen-Karte",3,"Weinrestaurant","Friedrich Sommer",680,1024,3738,5629,"958b70a589d4e20200ad3cabc89ae7a3","Sommer, Friedrich, Wein-Restaurant_Speisen-Karte_1902_03.jpg"
823,"1977","150 Jahre Salvator-Ausschank",1,"Gaststätte","Zum Spöckmeier",743,1024,3783,5213,"81b8d4587d931f2b81b5abaf6fa2603b","Spöckmeier, Zum_150 Jahre Salvator-Ausschank_1977_01.jpg"
824,"1977","150 Jahre Salvator-Ausschank",2,"Gaststätte","Zum Spöckmeier",732,1024,3729,5213,"ebc6c0bcabfa306c3790d55196cd1f80","Spöckmeier, Zum_150 Jahre Salvator-Ausschank_1977_02.jpg"
825,"1977","150 Jahre Salvator-Ausschank",3,"Gaststätte","Zum Spöckmeier",732,1024,3729,5213,"01c0ccadd610416b0abb56dbcc48a522","Spöckmeier, Zum_150 Jahre Salvator-Ausschank_1977_03.jpg"
826,"1977","150 Jahre Salvator-Ausschank",4,"Gaststätte","Zum Spöckmeier",739,1024,3764,5213,"b5aee4c8f8084e0043b6537449375185","Spöckmeier, Zum_150 Jahre Salvator-Ausschank_1977_04.jpg"
827,"03.02.1977","Speisekarte",1,"Gaststätte","Zum Spöckmeier",706,1024,3837,5566,"3b53d2e7805aa91234a4f9700de05606","Spöckmeier, Zum_Speisekarte_03.02.1977_01.jpg"
828,"03.02.1977","Speisekarte",2,"Gaststätte","Zum Spöckmeier",693,1024,3765,5566,"ac39e42289d331e0a5b0bc32a29298cb","Spöckmeier, Zum_Speisekarte_03.02.1977_02.jpg"
829,"03.02.1977","Speisekarte",3,"Gaststätte","Zum Spöckmeier",693,1024,3765,5566,"045ba64d42e62b25870da023987fd375","Spöckmeier, Zum_Speisekarte_03.02.1977_03.jpg"
830,"03.02.1977","Speisekarte",4,"Gaststätte","Zum Spöckmeier",698,1024,3792,5566,"81ccae0b9f7dbcbf675f38256bc0a7ea","Spöckmeier, Zum_Speisekarte_03.02.1977_04.jpg"
831,"03.02.1977","Tageskarte",1,"Gaststätte","Zum Spöckmeier",662,1024,3502,5421,"7b80570ced2ad43ed14ed9420be85a1f","Spöckmeier, Zum_Tageskarte_03.02.1977_01.jpg"
832,"03.02.1977","Tageskarte",2,"Gaststätte","Zum Spöckmeier",662,1024,3502,5421,"1efd835687943d2e3482881d7e3eda40","Spöckmeier, Zum_Tageskarte_03.02.1977_02.jpg"
833,"01.04.1973","Hauszeitung",1,"Gaststätte","Spaten Bräuhallen",735,1024,4100,5710,"ed3c3ffd37623e987932dc5f237b5984","Spaten-Bräuhallen_Hauszeitung_April 1973_01.jpg"
834,"01.04.1973","Hauszeitung",2,"Gaststätte","Spaten Bräuhallen",729,1024,4064,5710,"e43d07a756a1345927e3cb87598181fa","Spaten-Bräuhallen_Hauszeitung_April 1973_02.jpg"
835,"01.04.1973","Hauszeitung",3,"Gaststätte","Spaten Bräuhallen",729,1024,4064,5710,"dd6eee30b3dcb3a0cf6550604eb3338a","Spaten-Bräuhallen_Hauszeitung_April 1973_03.jpg"
836,"01.04.1973","Hauszeitung",4,"Gaststätte","Spaten Bräuhallen",733,1024,4090,5710,"f06fc33599da9a4204bcc369028728ad","Spaten-Bräuhallen_Hauszeitung_April 1973_04.jpg"
837,"01.03.1973","Hauszeitung",1,"Gaststätte","Spaten Bräuhallen",737,1024,4109,5710,"fc048975d3d00af00df7830659782cc6","Spaten-Bräuhallen_Hauszeitung_März 1973_01.jpg"
838,"01.03.1973","Hauszeitung",2,"Gaststätte","Spaten Bräuhallen",730,1024,4072,5710,"efd842a0a4f8ac248dfc2e182dcdc4ed","Spaten-Bräuhallen_Hauszeitung_März 1973_02.jpg"
839,"01.03.1973","Hauszeitung",3,"Gaststätte","Spaten Bräuhallen",730,1024,4072,5710,"47146c8c675d215978acbb34b4735bd7","Spaten-Bräuhallen_Hauszeitung_März 1973_03.jpg"
840,"01.03.1973","Hauszeitung",4,"Gaststätte","Spaten Bräuhallen",735,1024,4100,5710,"071cb1bc470cf18f5acd3321449a4f1a","Spaten-Bräuhallen_Hauszeitung_März 1973_04.jpg"
841,"27.10.1959","Speisekarte",1,"Gaststätte","Spaten Gaststätte",1420,1024,6878,4959,"866c090ff929218c635ae7fc8b807ae8","Spatenhaus, Gaststätte_Speisekarte_27.10.1959_01.jpg"
842,"27.10.1959","Speisekarte",2,"Gaststätte","Spaten Gaststätte",727,1024,3521,4959,"1e7333eb86f2a37e2a4f71d35fe97419","Spatenhaus, Gaststätte_Speisekarte_27.10.1959_02.jpg"
843,"27.10.1959","Speisekarte",3,"Gaststätte","Spaten Gaststätte",727,1024,3521,4959,"634fd6fcd00db7ae03a83f4069d62405","Spatenhaus, Gaststätte_Speisekarte_27.10.1959_03.jpg"
844,"1938","Speisen-Karte",1,"Gaststätte","St. Paul",710,1024,3412,4924,"100bd9404dea022ced046d255c75c05d","St. Paul, Gaststätte_Speisekarte_ca. 1938_01.jpg"
845,"1938","Speisen-Karte",2,"Gaststätte","St. Paul",1363,1024,6552,4924,"0640d53ad45d8c00430f4833576d9320","St. Paul, Gaststätte_Speisekarte_ca. 1938_02.jpg"
846,"1938","Speisen-Karte",3,"Gaststätte","St. Paul",710,1024,3412,4924,"3a9f271733b2b893db89cf8721909f23","St. Paul, Gaststätte_Speisekarte_ca. 1938_03.jpg"
847,"03.06.1941","Speisekarte",1,"Restaurant","Stadt Wien",739,1024,2534,3512,"27ac61bf1006a4388fd3e2da9dc37325","Stadt Wien, Restaurant_Speisekarte_03.06.1941_01.jpg"
848,"03.06.1941","Speisekarte",2,"Restaurant","Zum Spöckmeier",739,1024,2534,3512,"d55641bc8df1a093eda459ca68589949","Stadt Wien, Restaurant_Speisekarte_03.06.1941_02.jpg"
849,,"Speisekarte",1,"Gaststätte","Starnberger Bahnhof",1001,1024,4824,4933,"55d21c4afe925080e10d89a524530ffa","Starnberger Bahnhof_Speisen-Karte_01.jpg"
850,,"Speisekarte",2,"Gaststätte","Starnberger Bahnhof",1001,1024,4824,4933,"2efbf55c134f56e8abfe921b8dababd2","Starnberger Bahnhof_Speisen-Karte_02.jpg"
851,,"Speisekarte",3,"Gaststätte","Starnberger Bahnhof",534,1024,2806,5384,"18531e8ba4c46ee0ffe9b2bf0901a81e","Starnberger Bahnhof_Speisen-Karte_03.jpg"
852,"ca. 191968","Carte Permanente",1,"Gaststätte","Straßburger Keller",574,1024,2878,5132,"12eadc63fa08a09e217f9cfe6030ce90","Straßburger Keller_Carte Permanente_ca. 1968_01.jpg"
853,"ca. 191968","Carte Permanente",2,"Gaststätte","Straßburger Keller",1017,1024,5095,5132,"b7b2a2482db8c48623ab0e0c4ea9e618","Straßburger Keller_Carte Permanente_ca. 1968_02.jpg"
854,"ca. 191968","Carte Permanente",3,"Gaststätte","Straßburger Keller",1017,1024,5095,5132,"8f86c135ee6d3c2735c364bbf6bf2d1e","Straßburger Keller_Carte Permanente_ca. 1968_03.jpg"
855,"ca. 191968","Carte Permanente",4,"Gaststätte","Straßburger Keller",1017,1024,5095,5132,"907a22b7d7cf164e4ca6313461265b31","Straßburger Keller_Carte Permanente_ca. 1968_04.jpg"
856,"ca. 191968","Carte Permanente",5,"Gaststätte","Straßburger Keller",1017,1024,5095,5132,"4e312872c7fc2f521ea6226984b16e2e","Straßburger Keller_Carte Permanente_ca. 1968_05.jpg"
857,"1963","Getränkekarte",1,"Gaststätte","Straßburger Keller",740,1024,3530,4887,"e08df3bbbd290197fdbeeee5b7ff6ebd","Straßburger Keller_Getränkekarte_1963_01.jpg"
858,"1963","Getränkekarte",2,"Gaststätte","Straßburger Keller",740,1024,3530,4887,"554d841e9102a8bca75ec47baf913d49","Straßburger Keller_Getränkekarte_1963_02.jpg"
859,"1963","Getränkekarte",3,"Gaststätte","Straßburger Keller",740,1024,3530,4887,"b3da6284b9c52d7cf4fc25946b7cfe0b","Straßburger Keller_Getränkekarte_1963_03.jpg"
860,"1963","Getränkekarte",4,"Gaststätte","Straßburger Keller",740,1024,3530,4887,"7054089d63e4301c67421358e3ce85c6","Straßburger Keller_Getränkekarte_1963_04.jpg"
861,"1963","Getränkekarte",5,"Gaststätte","Straßburger Keller",740,1024,3530,4887,"d1517819fddb41b766085c7bc3268b0c","Straßburger Keller_Getränkekarte_1963_05.jpg"
862,"1963","Speisekarte",1,"Gaststätte","Straßburger Keller",2104,1024,8462,4118,"2277341776fb5ad8ab9408aef20f1d24","Straßburger Keller_Speisekarte_1963_01.jpg"
863,"1971","Tageskarte",1,"Gaststätte","Straßburger Keller",514,1024,2516,5013,"2ef06caa396b9a51729c3d9f0a42e244","Straßburger Keller_Tageskarte_1971_01.jpg"
864,"1971","Tageskarte",2,"Gaststätte","Straßburger Keller",514,1024,2516,5013,"be72e34e1e216001a2672e78ce7791b8","Straßburger Keller_Tageskarte_1971_02.jpg"
865,"1855","Speise-Karte",1,"Gaststätte","Anton Tafelmeyer",664,1024,3557,5485,"e18cfd225b898ebb8870376576c81a74","Tafelmeyer, Anton, Gasthaus_Speise-Karte_ca. 1855_01.jpg"
866,"1965","Speise und Getränkekarte",1,"Restaurant","Tasca Valenciana",1406,1024,3928,2860,"f184fba9639fbbfcbdb525c862004d89","Tasca Valenciana_Speise und Getränkekarte_ca. 1965_01.jpg"
867,"1965","Speise und Getränkekarte",2,"Restaurant","Tasca Valenciana",1390,1024,3882,2860,"c85546255c6ec350fafe67f829acc79c","Tasca Valenciana_Speise und Getränkekarte_ca. 1965_02.jpg"
868,"1965","Speise und Getränkekarte",3,"Restaurant","Tasca Valenciana",1390,1024,3882,2860,"686e1983827b55af87833805ce0b7b91","Tasca Valenciana_Speise und Getränkekarte_ca. 1965_03.jpg"
869,"1965","Weinkarte",1,"Restaurant","Tasca Valenciana",683,1024,2706,4055,"d391b9859ad8af82120e46b4c29f57ad","Tasca Valenciana_Weinkarte_ca. 1965_01.jpg"
870,"1965","Weinkarte",2,"Restaurant","Tasca Valenciana",683,1024,2706,4055,"8259db22271efed83ac6ae5f88e757c9","Tasca Valenciana_Weinkarte_ca. 1965_02.jpg"
871,"1966","Speise und Getränkekarte",1,"Gaststätte","Theaterbetriebe",1106,1024,3530,3267,"0755437696f3fe7dd4121d0e74a315de","Theaterbetriebe_Speise und Getränkekarte_1966_01.jpg"
872,"1966","Speise und Getränkekarte",2,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"71c4c42bbbde1ab4bcf0f8199fe73dbd","Theaterbetriebe_Speise und Getränkekarte_1966_02.jpg"
873,"1966","Speise und Getränkekarte",3,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"57bed689ecae9573e2c43654f8452052","Theaterbetriebe_Speise und Getränkekarte_1966_03.jpg"
874,"1966","Speise und Getränkekarte",4,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"8791691b38f2fc3acc1bfeaa78c15c3d","Theaterbetriebe_Speise und Getränkekarte_1966_04.jpg"
875,"1966","Speise und Getränkekarte",5,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"c21b244caf5bf313b31be6192801da2f","Theaterbetriebe_Speise und Getränkekarte_1966_05.jpg"
876,"1966","Speise und Getränkekarte",6,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"8b0671459c34a7606f0084827d412f45","Theaterbetriebe_Speise und Getränkekarte_1966_06.jpg"
877,"1966","Speise und Getränkekarte",7,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"bcb5048f3b033f9fff6100bc383a1afc","Theaterbetriebe_Speise und Getränkekarte_1966_07.jpg"
878,"1966","Speise und Getränkekarte",8,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"0497211c125d35f76d9ed935e93a0469","Theaterbetriebe_Speise und Getränkekarte_1966_08.jpg"
879,"1966","Speise und Getränkekarte",9,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"be00e113b6808345d5c04c1dc7693233","Theaterbetriebe_Speise und Getränkekarte_1966_09.jpg"
880,"1966","Speise und Getränkekarte",10,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"1a5ff1f60a10d5ad7ebeda8e261715b8","Theaterbetriebe_Speise und Getränkekarte_1966_10.jpg"
881,"1966","Speise und Getränkekarte",11,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"9764f65287cd8815f2d8d575329c5dec","Theaterbetriebe_Speise und Getränkekarte_1966_11.jpg"
882,"1966","Speise und Getränkekarte",12,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"2c1c228188de58a7822ec8fd86ac2b24","Theaterbetriebe_Speise und Getränkekarte_1966_12.jpg"
883,"1966","Speise und Getränkekarte",13,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"b43adabe80d9456f91a8665a4163f2c9","Theaterbetriebe_Speise und Getränkekarte_1966_13.jpg"
884,"1966","Speise und Getränkekarte",14,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"ab973f8102821b00c7a82d07d62f22af","Theaterbetriebe_Speise und Getränkekarte_1966_14.jpg"
885,"1966","Speise und Getränkekarte",15,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"66e46ad830505d3629865d79110ba46c","Theaterbetriebe_Speise und Getränkekarte_1966_15.jpg"
886,"1966","Speise und Getränkekarte",16,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"2adcf855c061331f50115894610ed6e1","Theaterbetriebe_Speise und Getränkekarte_1966_16.jpg"
887,"1966","Speise und Getränkekarte",17,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"bf2a3cb438669410e7e6b45745c65b1a","Theaterbetriebe_Speise und Getränkekarte_1966_17.jpg"
888,"1966","Speise und Getränkekarte",18,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"062ded8f0a8a99b50a5b2bf97d2e4bb4","Theaterbetriebe_Speise und Getränkekarte_1966_18.jpg"
889,"1966","Speise und Getränkekarte",19,"Gaststätte","Theaterbetriebe",1095,1024,3494,3267,"51383598a94c449eab60df24d865714c","Theaterbetriebe_Speise und Getränkekarte_1966_19.jpg"
890,"1966","Speise und Getränkekarte",20,"Gaststätte","Theaterbetriebe",1103,1024,3520,3267,"cc64ce26b1edbdbf58ad2973728d3bc2","Theaterbetriebe_Speise und Getränkekarte_1966_20.jpg"
891,"1958","Schoppenweine",1,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",742,1024,2543,3511,"77ee5843bcaa69d5414dcf3e3964e2fe","Torggelstube, Fränkisches Weinhaus zur_Schoppenweine_ca. 1958_01.jpg"
892,"1958","Schoppenweine",2,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",728,1024,2497,3511,"f2ff74ecacdc2824dd14ec1557410770","Torggelstube, Fränkisches Weinhaus zur_Schoppenweine_ca. 1958_02.jpg"
893,"1958","Schoppenweine",3,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",728,1024,2497,3511,"c3c75250a325a752653bc04c2e81ce4c","Torggelstube, Fränkisches Weinhaus zur_Schoppenweine_ca. 1958_03.jpg"
894,"1958","Schoppenweine",4,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",735,1024,2525,3520,"2ede7b41dda19197b633cd8a438a447d","Torggelstube, Fränkisches Weinhaus zur_Schoppenweine_ca. 1958_04.jpg"
895,"1974","Speisekarte",1,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",1738,1024,8588,5059,"0d6874ed7778d12be0d61c11475684ae","Torggelstube, Fränkisches Weinhaus zur_Speisekarte_1974_01.jpg"
896,"1974","Speisekarte",2,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",1738,1024,8588,5059,"e4b9b2257eb7a9101d9a173594ab38d4","Torggelstube, Fränkisches Weinhaus zur_Speisekarte_1974_02.jpg"
897,"03.11.1959","Speisenkarte und Tageskarte",1,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",1432,1024,6987,4995,"0e8e703c536ac715be3a3830f6e543d1","Torggelstube, Fränkisches Weinhaus zur_Speisenkarte und Tageskarte_03.11.1959_01.jpg"
898,"03.11.1959","Speisenkarte und Tageskarte",2,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",1432,1024,6987,4995,"5fc79d309c76eda89dd4b1e9f2e5154c","Torggelstube, Fränkisches Weinhaus zur_Speisenkarte und Tageskarte_03.11.1959_02.jpg"
899,"03.11.1959","Speisenkarte und Tageskarte",3,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",501,1024,2389,4887,"f17438cb1a92cee6c9d7712a5132c475","Torggelstube, Fränkisches Weinhaus zur_Speisenkarte und Tageskarte_03.11.1959_03.jpg"
900,"1960","Weinkarte",1,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",733,1024,3412,4769,"bf7e4d800c26fabc4eee803654f0d839","Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_01.jpg"
901,"1960","Weinkarte",2,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",725,1024,3375,4769,"b857c876e82bf01980c8a38bbca14c46","Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_02.jpg"
902,"1960","Weinkarte",3,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",725,1024,3375,4769,"f8b4e225b69c07bf2c2761ae127ea641","Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_03.jpg"
903,"1960","Weinkarte",4,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",725,1024,3375,4769,"1ce456ed18e3211930062ff0301a2774","Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_04.jpg"
904,"1960","Weinkarte",5,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",725,1024,3375,4769,"21421012fd79a24b2acfa5358678ac20","Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_05.jpg"
905,"1960","Weinkarte",6,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",725,1024,3375,4769,"53854104abd324cabed63d009aca07f5","Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_06.jpg"
906,"1960","Weinkarte",7,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",725,1024,3375,4769,"9769d591108c5e9ac0bdf42faef90c04","Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_07.jpg"
907,"1960","Weinkarte",8,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",725,1024,3375,4769,"6868726b8465bec488f4f57a71eaffd1","Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_08.jpg"
908,"1960","Weinkarte",9,"Weinrestaurant","Fränkisches Weinhaus zur Torggelstube",725,1024,3375,4769,"8f7c990829df95a6e7fe8df154512fe7","Torggelstube, Fränkisches Weinhaus zur_Weinkarte_1960_09.jpg"
